ID,Comments,Sentiments,Keyword1,Keyword2
793,Long hold times even for simple questions. I had to wait forever to get help.,frustrated,poor support,long hold times
795,Handset sucked,upset,handset,unusable
796,Handset sucked,upset,handset,unusable
797,Does not like the way the phone works. It is to difficult compared to his last phone.,upset,bad phone,return
798,transferred to the supervisor,,supervisor,delegation
800,transferred to the supervisor,,supervisor,delegation
801,Wanted to know his usage and whether he was roaming. Also want to know the rates when he is roaming. Thinking about changing rate plans as well.,analytical,rates,roaming
802,He does not know if the problems are related to the phone or if it is just the battery.,analytical,phone,battery
803,Very unhappy with new phone because it does not use SIM chip to store addresses. He says he will have to reenter all his information in his phone book and he finds that a waste of time. Claims other companies offer this capability making this easier with their phones.,upset,SIM,contact list migration
807,He does not know if the problems are related to the phone or if it is just the battery.,analytical,phone,battery
810,Wants a new number because he keeps on getting calls for a Mr. Napoleon Leroy.,frustrated,new number,strange calls
814,Asked about storage options and multiple SIMs. Referred him to web site.,analytical,SIM,Storage
816,Dissatisfied with the promotion. Upset that the rebate submission was rejected,frustrated,promotion,rebate
817,Dissatisfied with the promotion. Upset that the rebate submission was rejected,frustrated,promotion,rebate
818,Dissatisfied with the promotion. Upset that the rebate submission was rejected,frustrated,promotion,rebate
820,Dissatisfied with the promotion. Upset that the rebate submission was rejected,frustrated,promotion,rebate
821,He does not know if the problems are related to the phone or if it is just the battery.,analytical,phone,battery
822,He does not know if the problems are related to the phone or if it is just the battery.,analytical,phone,battery
824,Lost the directions to phone and wants another manual. I referred him to web site.,,user manual,download
825,Asked about coverage in Los Angeles and New York. Is afraid that he will be out of network when traveling.,concerned,coverage / reception / signal,travel
827,Wanted to know the nearest store location. Wants to buy additional accessories.,,accessories,store
829,He claimed that the charger never really worked very well. As a result the phone was always dying on him. He could not wait to get out of his current contract.,frustrated,charger,switch carrier
830,He claimed that the charger never really worked very well. As a result the phone was always dying on him. He could not wait to get out of his current contract.,frustrated,charger,switch carrier
832,He claimed that the charger never really worked very well. As a result the phone was always dying on him. He could not wait to get out of his current contract.,frustrated,charger,switch carrier
834,transferred to the supervisor,,supervisor,delegation
838,transferred to the supervisor,,supervisor,delegation
840,He asked for a new phone number. I referred him to customer care.,analytical,new number,customer care
841,Said his battery never has worked well. Wants a new phone ASAP.,frustrated,battery,new phone
843,transferred to the supervisor,,supervisor,delegation
844,Called to change his address and see if he could get a new number since he is moving to a different city.,analytical,new number,relocation
845,transferred to the supervisor,,supervisor,delegation
846,transferred to the supervisor,,supervisor,delegation
847,He loves the phone when it works. The problem is that the phone malfunctions unpredictably. He thinks the battery is the issue.,satisfied,battery,unpredictability
848,cant figure out how to check his vm when out of area. I referred him to our web site.,analytical,voice messaging,out of area
849,He found a phone and wanted to know what to do with it. He said it was one of ours but that the battery was dead. Asked who he should send it too.,analytical,found lost phone,traceability
850,Handset sucked,upset,handset,unusable
851,Handset sucked,upset,handset,unusable
853,Handset sucked,upset,handset,unusable
855,Does not like the way the phone works. It is to difficult compared to his last phone.,upset,bad phone,return
857,Wants to know when we will improve our coverage area. He said that when he signed up last year we told him that there would be more coverage within the year. He says that he continues to roam and is tired of paying these charges.,upset,coverage/reception/signal,roaming charges
858,He complained about receiving outbound calls to his cell from our marketing people. He says that we have sold his personal information and he is on numerous lists. He said that if we continued to do this he would get rid of the service.,concerned,marketing calls,switch carrier
861,Handset sucked,upset,handset,unusable
862,The customer is really unhappy with his internet connectivity. He says the way we charge much higher compared to the competition. Wants to know when we will change our rates or if there are other options for someone who uses it a lot.,upset,data plan,charges
863,He called and said someone stole his phone last week but he did not notice until today. He does not want to pay for any calls made during the last week. I switched him to the supervisor after telling him our policy.,upset,lost phone,delegation
865,He says that his phone works fine when using it in the car with the adapter but the battery performance sucks.,frustrated,car adapter,battery
866,The battery on the phone just does not last long enough. He charges it and after a couple of calls it simply dies on him. He replaced the battery per our suggestion and he still has the same problem.He says that we should replace the whole phone.,frustrated,charging,battery
867,He is really unhappy with his bill. He says that there are numerous calls he has never made but that show up on his phone. He says that he simply does not trust our system.,frustrated,unknown calls,billing
868,Can not believe the roaming charges. He said that when he signed up that the sales person misled him with respect to what would be covered. In addition he thinks that the reception in many of the cities he travels to is inadequate.,upset,roaming,misinformation
870,Wanted a different rate plan which included roll over minutes. He claims that we are not as competitive as other companies.,upset,rollover minutes,not as good as others
872,He hated the phone. Claims that the reception is horrible in many parts of the metropolitan area.,frustrated,coverage / reception / signal,unusable
873,He hated the phone. Claims that the reception is horrible in many parts of the metropolitan area.,frustrated,coverage / reception / signal,unusable
875,He loves the phone when it works. The problem is that the phone malfunctions unpredictably. He thinks the battery is the issue.,satisfied,battery,unpredictability
878,He loves the phone when it works. The problem is that the phone malfunctions unpredictably. He thinks the battery is the issue.,satisfied,battery,unpredictability
882,He hated the phone. Claims that the reception is horrible in many parts of the metropolitan area.,frustrated,coverage / reception / signal,unusable
884,He hated the phone. Claims that the reception is horrible in many parts of the metropolitan area.,frustrated,coverage / reception / signal,unusable
886,Wants to change rate plans to get family all on same bill. I transferred him to customer care.,analytical,rate plan,customer care
887,Wanted more information on the family plan. Also asked about how he could use dual SIM configuration and call screening.,analytical,dual SIM,call screening
889,Claimed his bill had numerous calls that he never made. He started asking me if our billing system ever made mistakes. He said that sometimes he could over hear other phone calls. He thinks he is being charged for those calls.,concerned,unknown calls,billing
891,He found a better rate and no contract. He said he could not wait until his contract expired.,disinterest,better offer,cancellation
894,He found a better rate and no contract. He said he could not wait until his contract expired.,disinterest,better offer,cancellation
895,Handset sucked,upset,handset,unusable
896,Handset sucked,upset,handset,unusable
897,Handset sucked,upset,handset,unusable
898,Wants to change address.,,update records,address
900,Wants to know how to do text messaging. Referred him to web site.,,text messaging,SMS
901,Wants to know how to do text messaging. Referred him to web site.,,text messaging,SMS
903,Wants a new faceplate.,,faceplate,accessory
904,Wants to know how to do text messaging. Referred him to web site.,,text messaging,SMS
906,Wants a new faceplate.,,faceplate,accessory
910,Wants to know how to do text messaging. Referred him to web site.,,text messaging,SMS
913,Wants to know how to do text messaging. Referred him to web site.,,text messaging,SMS
916,Wants to add another phone. Contacting provisioning.,,new line,service
917,Needed help figuring out his bill. I explained our minute charges.,analytical,billing,charges
919,Wants information on our Internet service. Referred him to web site.,,information,internet service
920,Wants information on our Internet service. Referred him to web site.,,information,internet service
926,Wants a new faceplate.,,faceplate,accessory
930,Wants a new faceplate.,,faceplate,accessory
931,Asked about storage options and multiple SIMs. Referred him to web site.,analytical,SIM,Storage
933,Asked about storage options and multiple SIMs. Referred him to web site.,analytical,SIM,Storage
934,Asked about storage options and multiple SIMs. Referred him to web site.,analytical,SIM,Storage
935,Wants to change rate plans to get family all on same bill. I transferred him to customer care.,analytical,rate plan,customer care
936,Asked about storage options and multiple SIMs. Referred him to web site.,analytical,SIM,Storage
938,Asked about storage options and multiple SIMs. Referred him to web site.,analytical,SIM,Storage
939,Asked about storage options and multiple SIMs. Referred him to web site.,analytical,SIM,Storage
940,Asked about storage options and multiple SIMs. Referred him to web site.,analytical,SIM,Storage
941,Asked about storage options and multiple SIMs. Referred him to web site.,analytical,SIM,Storage
943,Wants to change rate plans to get family all on same bill. I transferred him to customer care.,analytical,rate plan,customer care
948,Wants to know how to do text messaging. Referred him to web site.,,text messaging,SMS
950,Wants to know how to do text messaging. Referred him to web site.,,text messaging,SMS
951,Wants to change rate plans to get family all on same bill. I transferred him to customer care.,analytical,rate plan,customer care
952,Wants to change rate plans to get family all on same bill. I transferred him to customer care.,analytical,rate plan,customer care
953,Wants to change rate plans to get family all on same bill. I transferred him to customer care.,analytical,rate plan,customer care
954,Wants to change rate plans to get family all on same bill. I transferred him to customer care.,analytical,rate plan,customer care
955,Wants to change rate plans to get family all on same bill. I transferred him to customer care.,analytical,rate plan,customer care
956,Wants to change rate plans to get family all on same bill. I transferred him to customer care.,analytical,rate plan,customer care
957,Wants to change rate plans to get family all on same bill. I transferred him to customer care.,analytical,rate plan,customer care
958,Wants to change rate plans to get family all on same bill. I transferred him to customer care.,analytical,rate plan,customer care
962,Called about new plan. Might switch soon. Wants more minutes.,,minutes,switch
967,Called about new plan. Might switch soon. Wants more minutes.,,minutes,switch
968,Called about new plan. Might switch soon. Wants more minutes.,,minutes,switch
970,Wants to change address.,,update records,address
972,Wants to change address.,,update records,address
973,Wants to change address.,,update records,address
974,Wants to add additional lines for family. Needs more info on rates. I also advised him on the phones with dual SIM options,analytical,dual SIM,family plan
975,Wants to change address.,,update records,address
976,Wants an address change.,,update records,address
977,Wants to change address.,,update records,address
978,Wants to change address.,,update records,address
979,Wants to change address.,,update records,address
980,Wants to change address.,,update records,address
981,Needed help figuring out his bill. I explained our minute charges.,analytical,billing,charges
982,Needed help figuring out his bill. I explained our minute charges.,analytical,billing,charges
983,Needed help figuring out his bill. I explained our minute charges.,analytical,billing,charges
984,Needed help figuring out his bill. I explained our minute charges.,analytical,billing,charges
985,Needed help figuring out his bill. I explained our minute charges.,analytical,billing,charges
986,Needed help figuring out his bill. I explained our minute charges.,analytical,billing,charges
987,Needed help figuring out his bill. I explained our minute charges.,analytical,billing,charges
988,Needed help figuring out his bill. I explained our minute charges.,analytical,billing,charges
989,Needed help figuring out his bill. I explained our minute charges.,analytical,billing,charges
990,Unhappy with the website. Phone okay. drops calls sporadically,,website,dropped calls
991,Unhappy with the website. Claims the self service stuff does not work. Phone okay. drops calls sporadically,,website,dropped calls
993,Called about new plan. Might switch soon. Wants more minutes.,,minutes,switch
996,Unhappy with the website. Phone okay. drops calls sporadically,,website,dropped calls
1000,Dissatisfied with the promotion. Upset that the rebate submission was rejected,frustrated,promotion,rebate
1003,Wanted to know the nearest store location. Wants to buy additional accessories.,,accessories,store
1004,Dissatisfied with the promotion. Upset that the rebate submission was rejected,frustrated,promotion,rebate
1005,Dissatisfied with the promotion. Upset that the rebate submission was rejected,frustrated,promotion,rebate
1006,Asked about low-end smartphone with basic features. I suggested customer to go to a retail store and take a look at our products & talk to a sales agent.,analytical,basic config,smartphone
1007,Asked about low-end smartphone with basic features. I suggested customer to go to a retail store and take a look at our products & talk to a sales agent.,analytical,basic config,smartphone
1008,Asked about low-end smartphone with basic features. I suggested customer to go to a retail store and take a look at our products & talk to a sales agent.,analytical,basic config,smartphone
1009,Dissatisfied with the promotion. Upset that the rebate submission was rejected,frustrated,promotion,rebate
1010,Wanted to know the nearest store location. Wants to buy additional accessories.,,accessories,store
1011,Upset about the data speed,frustrated,data plan,speed
1012,Wanted to know the nearest store location. Wants to buy additional accessories.,,accessories,store
1016,Wants to get an additional line working by the end of the week. Forwarded him on to customer care.,,new number,service
1017,Upset about the data speed,frustrated,data plan,speed
1018,Wanted to know the nearest store location. Wants to buy additional accessories.,,accessories,store
1020,Needs help with basic phone usage. I suggested he go back to the store and ask for some help.,,help,support
1021,Needs help with basic phone usage. I suggested he go back to the store and ask for some help.,,help,support
1022,Upset about the data speed,frustrated,data plan,speed
1023,Needs help with basic phone usage. I suggested he go back to the store and ask for some help.,,help,support
1025,Asked about storage options and multiple SIMs. Referred him to web site.,analytical,SIM,Storage
1030,Asked about low-end smartphone with basic features. I suggested customer to go to a retail store and take a look at our products & talk to a sales agent.,analytical,basic config,smartphone
1032,Asked about low-end smartphone with basic features. I suggested customer to go to a retail store and take a look at our products & talk to a sales agent.,analytical,basic config,smartphone
1035,Dissatisfied with the promotion. Upset that the rebate submission was rejected,frustrated,promotion,rebate
1038,Asked about low-end smartphone with basic features. I suggested customer to go to a retail store and take a look at our products & talk to a sales agent.,analytical,basic config,smartphone
1041,Asked about low-end smartphone with basic features. I suggested customer to go to a retail store and take a look at our products & talk to a sales agent.,analytical,basic config,smartphone
1042,Dissatisfied with the promotion. Upset that the rebate submission was rejected,frustrated,promotion,rebate
1045,Asked about low-end smartphone with basic features. I suggested customer to go to a retail store and take a look at our products & talk to a sales agent.,analytical,basic config,smartphone
1046,Asked about low-end smartphone with basic features. I suggested customer to go to a retail store and take a look at our products & talk to a sales agent.,analytical,basic config,smartphone
1047,Dissatisfied with the promotion. Upset that the rebate submission was rejected,frustrated,promotion,rebate
1048,Asked how to install apps on SD card. Described the steps and referred him to the FAQ section on our web site,analytical,SD Card,Apps
1053,Asked how to install apps on SD card. Described the steps and referred him to the FAQ section on our web site,analytical,SD Card,Apps
1059,Said his battery never has worked well. Wants a new phone ASAP.,frustrated,battery,new phone
1060,Said his battery never has worked well. Wants a new phone ASAP.,frustrated,battery,new phone
1061,Said his battery never has worked well. Wants a new phone ASAP.,frustrated,battery,new phone
1062,Said his battery never has worked well. Wants a new phone ASAP.,frustrated,battery,new phone
1064,Said his battery never has worked well. Wants a new phone ASAP.,frustrated,battery,new phone
1066,He charges it and after a couple of calls it simply dies on him. He replaced the battery per our suggestion and he still has the same problem.,frustrated, charging,battery
1069,Asked how to install apps on SD card. Described the steps and referred him to the FAQ section on our web site,analytical,SD Card,Apps
1072,Asked how to install apps on SD card. Described the steps and referred him to the FAQ section on our web site,analytical,SD Card,Apps
1073,He asked for a new phone number. I referred him to customer care.,analytical,new number,customer care
1076,He expected significantly better Technical Support.,frustrated,technical,support
1077,He asked for a new phone number. I referred him to customer care.,analytical,new number,customer care
1078,He expected significantly better Technical Support.,frustrated,technical,support
1079,He asked for a new phone number. I referred him to customer care.,analytical,new number,customer care
1084,He expected significantly better Technical Support.,frustrated,technical,support
1085,transferred to the supervisor,,supervisor,delegation
1086,He says that his phone works fine when using it in the car with the adapter but the battery performance sucks.,frustrated,car adapter,battery
1087,He expected significantly better Technical Support.,frustrated,technical,support
1089,Claims the phone does not work well. If the phone does not work consistently why should he pay consistently. Good point.,impolite,performance,payment
1092,Does not understand why his phone dies every time he gets to a certain intersection. I explained the concept of towers and wholes in coverage. He said that the sales person never told him about this. He wanted to know when we would fix such holes.,frustrated,coverage / reception / signal,misinformation
1095,Asked about low-end smartphone with basic features. I suggested customer to go to a retail store and take a look at our products & talk to a sales agent.,analytical,basic config,smartphone
1097,The battery has never worked right. He says he cant use the phone much since the battery dies so often. Wants to know if this is a problem with his phone and if there are other batteries he can try. I referred him to web site.,frustrated,battery,unusable
1098,Really wants the new phone from XVYX which has better camera built in.,analytical,new phone,camera
1099,He asked for a new phone number. I referred him to customer care.,analytical,new number,customer care
1101,Said his battery never has worked well. Wants a new phone ASAP.,frustrated,battery,new phone
1103,Said his battery never has worked well. Wants a new phone ASAP.,frustrated,battery,new phone
1104,He asked for a new phone number. I referred him to customer care.,analytical,new number,customer care
1105,Said his battery never has worked well. Wants a new phone ASAP.,frustrated,battery,new phone
1107,Said his battery never has worked well. Wants a new phone ASAP.,frustrated,battery,new phone
1108,Really wants the new phone from XVYX which has better camera built in.,analytical,new phone,camera
1110,Really wants the new phone from XVYX which has better camera built in.,analytical,new phone,camera
1111,He expected significantly better Technical Support.,frustrated,technical,support
1112,Really wants the new phone from XVYX which has better camera built in.,analytical,new phone,camera
1113,Said his battery never has worked well. Wants a new phone ASAP.,frustrated,battery,new phone
1114,He expected significantly better Technical Support.,frustrated,technical,support
1116,He expected significantly better Technical Support.,frustrated,technical,support
1118,He expected significantly better Technical Support.,frustrated,technical,support
1119,He asked for a new phone number. I referred him to customer care.,analytical,new number,customer care
1120,He expected significantly better Technical Support.,frustrated,technical,support
1127,Cant get his call forwarding to work. I showed him how and how to get a couple of other features to work. I also pointed him to the web site.,frustrated,call forwarding,features
1128,Cant get his call forwarding to work. I showed him how and how to get a couple of other features to work. I also pointed him to the web site.,frustrated,call forwarding,features
1132,He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.,,lost phone,service suspension
1133,Cant get his call forwarding to work. I showed him how and how to get a couple of other features to work. I also pointed him to the web site.,frustrated,call forwarding,features
1134,Wants to change address.,,update records,address
1135,Cant get his call forwarding to work. I showed him how and how to get a couple of other features to work. I also pointed him to the web site.,frustrated,call forwarding,features
1138,Wants to add additional lines for family. Needs more info on rates. I also advised him on the phones with dual SIM options,analytical,dual SIM,family plan
1141,Asked about low-end smartphone with basic features. I suggested customer to go to a retail store and take a look at our products & talk to a sales agent.,analytical,basic config,smartphone
1144,He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.,,lost phone,service suspension
1145,He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.,,lost phone,service suspension
1148,He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.,,lost phone,service suspension
1151,Lost his charger and wants to know where he can another ASAP. I suggested local store.,,lost,charger
1157,He found a better rate and no contract. He said he could not wait until his contract expired.,disinterest,better offer,cancellation
1159,Claims he never received his bill. Was really unhappy that I asked him for his cc. Wanted me to turn on his phone. I switched him to the manager.,upset,bill,service disruption
1160,Getting really bad reception with his handset. Hopes this will improve in the near future. Wants to know if this would improve if he switched to 3g.,upset,bad handset,3g
1162,Wants to change address.,,update records,address
1163,Wanted to know the nearest store location. Wants to buy additional accessories.,,accessories,store
1164,He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.,,lost phone,service suspension
1166,Hopes to get an additional line working by the end of the week for his wife.,,new number,service
1171,Needs help with basic phone usage. I suggested he go back to the store and ask for some help.,,help,support
1172,Needs help with basic phone usage. I suggested he go back to the store and ask for some help.,,help,support
1178,Wants to know why the rate plan is so hard to figure out. He does not believe his anytime minutes are being subtracted properly. He wanted to speak to the manager ASAP.,impolite,rate plan,supervisor
1182,Does not understand why he gets charged for roaming. I referred him to the web site.,upset,roaming,billing
1184,Wanted to know the nearest store location. Wants to buy additional accessories.,,accessories,store
1185,He says that we keep sending him the bill to the wrong address. We have his correct billing address. I dont know why he is not getting it. He was very angry that we shut his service off for not paying. I offered to take CC but he was unwilling to do so,impolite,address,service disruption
1190,He lost his phone and called to cancel service. I told him we would suspend until we hear back from him. He will contact us soon.,,lost phone,service suspension
1193,Needed help figuring out his bill. I explained our minute charges.,analytical,billing,charges
1198,Asking for a change of address and wants to switch plans. Transfered him to customer care.,,update address,switch plans
1202,Hopes to get an additional line working by the end of the week for his wife.,,new number,service
1204,Wants to get an additional line working by the end of the week. Forwarded him on to customer care.,,new number,service
1205,Wants to get an additional line working by the end of the week. Forwarded him on to customer care.,,new number,service
1206,Did not want to wait for us to implement GSM.,,GSM,Cancellation
1214,Hopes to get an additional line working by the end of the week for his wife.,,new number,service
1215,Hopes to get an additional line working by the end of the week for his wife.,,new number,service
1216,Upset about the data speed,frustrated,data plan,speed
1218,Wanted to know the nearest store location. Wants to buy additional accessories.,,accessories,store
1219,He wanted credit for all these dropped calls. I told him I would pass him onto a supervisor. He was really rude and very upset. Said he could not use us for business purposes because of our useless service.,impolite,business line,dropped calls
1222,Wants information on our Internet service. Referred him to web site.,,information,internet service
1225,Upset about the data speed,frustrated,data plan,speed
1226,Does not believe how poor our service is in evrey way. He does not get good reception thinks his phone sucks and thinks our service is abysmal.,frustrated,coverage/reception/signal,unusable
1227,He did not realize that changing his rate plan effected the date on his contract. When he found that out he could not wait till his contract ends.,upset,switch plans,contract
1229,Really wants the new phone from XVYX which has better camera built in.,analytical,new phone,camera
1230,Wants to add another phone. Contacting provisioning.,,new line,service
1231,Asked about low-end smartphone with basic features. I suggested customer to go to a retail store and take a look at our products & talk to a sales agent.,analytical,basic config,smartphone
1233,Wanted to know the nearest store location. Wants to buy additional accessories.,,accessories,store
1237,He is really upset with out false advertising. He thinks that we do not test any of the equipment.,upset,misinformation,bad device
1238,He loves the phone when it works. The problem is that the phone malfunctions unpredictably. He thinks the battery is the issue.,satisfied,battery,unpredictability
1239,Asked about low-end smartphone with basic features. I suggested customer to go to a retail store and take a look at our products & talk to a sales agent.,analytical,basic config,smartphone
1242,I needed a handset which also functioned as a PDA. You did not offer such a model.,,handset,PDA
1243,Cant believe he was stupid enough to sign a year contract. He thinks that we provide the worst service. The phone is so bad that he would not give it to an enemy. He now realizes you get what you pay for. Transferred to the supervisor,impolite,bad phone,supervisor
1244,The handset really sucked. I could not hear anything near my house.,frustrated,handset,coverage / reception / signal
1245,Asked about low-end smartphone with basic features. I suggested customer to go to a retail store and take a look at our products & talk to a sales agent.,analytical,basic config,smartphone
1246,The handset really sucked. I could not hear anything near my house.,frustrated,handset,coverage / reception / signal
1248,The handset really sucked. I could not hear anything near my house.,frustrated,handset,coverage / reception / signal
1249,Is it possible that the handset is causing brain cancer. I heard about this from the news.,analytical,handset,brain cancer
1252,Wanted to know the nearest store location. Wants to buy additional accessories.,,accessories,store
1253,Upset about the data speed,frustrated,data plan,speed
1255,The handset never worked well after I dropped it in the toilet. I am surprised it ever worked after that.,upset,handset,water damage
1256,I suspect that the handset on my phone was defective from the day I bought it.,upset,handset,defective
1257,The signal on my handset was always weak. Even when I replaced the battery.,frustrated,handset,weak signal
1258,Wanted to know the nearest store location. Wants to buy additional accessories.,,accessories,store
1260,Wanted to know the nearest store location. Wants to buy additional accessories.,,accessories,store
1261,Upset about the data speed,frustrated,data plan,speed
1262,Wanted to know the nearest store location. Wants to buy additional accessories.,,accessories,store
1263,Dissatisfied with the promotion. Upset that the rebate submission was rejected,frustrated,promotion,rebate
1264,Wanted to know the nearest store location. Wants to buy additional accessories.,,accessories,store
1265,Wanted to know the nearest store location. Wants to buy additional accessories.,,accessories,store
1266,Upset about the data speed,frustrated,data plan,speed
1267,Wanted to know the nearest store location. Wants to buy additional accessories.,,accessories,store
1268,Phone sucked,frustrated,bad phone,unusable
1270,Wanted to know the nearest store location. Wants to buy additional accessories.,,accessories,store
1271,The clarity of the calls was bad. Way too much static on the handset.,upset,handset,static
1273,Upset about the data speed,frustrated,data plan,speed
1274,He claims his bill always seemed to have calls he did not make.,upset,billing,charges
1275,Asked about low-end smartphone with basic features. I suggested customer to go to a retail store and take a look at our products & talk to a sales agent.,analytical,basic config,smartphone
1276,Asked about low-end smartphone with basic features. I suggested customer to go to a retail store and take a look at our products & talk to a sales agent.,analytical,basic config,smartphone
1277,Dissatisfied with the promotion. Upset that the rebate submission was rejected,frustrated,promotion,rebate
1278,Loves the phone. Wants us  to bring out accessories in different colors and designs. Says he is very satisfied with the performance.,happy,phone,accessories
1279,Generally satisfied with the service. But wants us to offer more phones from multiple manufacturers.,satisfied,phones,features
1280,Asked about low-end smartphone with basic features. I suggested customer to go to a retail store and take a look at our products & talk to a sales agent.,analytical,basic config,smartphone
1281,Works well except on international roaming. Advised him that it is up to the local network providers. Offered to unlock the phone so that he could use a local SIM. He seems to have understood. ,satisfied,international roaming,unlock
1282,Asked about low-end smartphone with basic features. I suggested customer to go to a retail store and take a look at our products & talk to a sales agent.,analytical,basic config,smartphone
1283,He hates his phone. He can not understand why we gave him such a horrible junk. I tried to explain that he could bring it in for service but he just wants a new phone. He does not want to waste any more time with our offering,frustrated,bad phone,unusable
1284,He expected significantly better service.,frustrated,service,non-specific grievances
1285,Dissatisfied with the promotion. Upset that the rebate submission was rejected,frustrated,promotion,rebate
1286,Asked about low-end smartphone with basic features. I suggested customer to go to a retail store and take a look at our products & talk to a sales agent.,analytical,basic config,smartphone
1287,Happy with the phone and the service. Wants to know when we will offer unlimited Internet minutes.,happy,unlimited data plan,future offering
1288,Asked about low-end smartphone with basic features. I suggested customer to go to a retail store and take a look at our products & talk to a sales agent.,analytical,basic config,smartphone
1289,He does not know if the problems are related to the phone or if it is just the battery.He was willing to test a new battery. I asked him to try that first. If he is still having problems he will call us back.,analytical,phone,battery
1290,He asked us to please take him off the outbound call list. In addition wants to change rate plan at the end of the year.,frustrated,remove from marketing campaigns,switch plans
1291,Says that his Web reception really is just to slow. Wants to know when he can expect this to work at a decent rate of speed? He also wants to know why it worked so much better at the store?,upset,slow data speed,performance
1292,Asked about low-end smartphone with basic features. I suggested customer to go to a retail store and take a look at our products & talk to a sales agent.,analytical,basic config,smartphone
1293,Asked about low-end smartphone with basic features. I suggested customer to go to a retail store and take a look at our products & talk to a sales agent.,analytical,basic config,smartphone
1294,She wants a new phone. Has tried to use a couple of different model and fed up. She is willing to pay some of the cost but wants a credit on her bill. She said her friend has the same service and a different phone that works great.,frustrated,billing,refund
1296,The reception near his home is really horrible. He knows exactly when his calls will drop. He wants to know what we are going to do to fix this? He says that if we do not fix it he will go to a different cell company and since our coverage is poor,frustrated,coverage / reception /signal,switch providers
1297,His phone still does not work properly. He can not understand it. His last phone worked great but this phone is constantly dropping calls. He asked what he could do? He really just wants his old phone back at this point.,upset,bad phone,return
1298,Asked about low-end smartphone with basic features. I suggested customer to go to a retail store and take a look at our products & talk to a sales agent.,analytical,basic config,smartphone
1299,Asked about low-end smartphone with basic features. I suggested customer to go to a retail store and take a look at our products & talk to a sales agent.,analytical,basic config,smartphone
1300,The customer wold like to change his address and complained this should be significantly easier. I am not sure what he means by self service. He also thought the Phone sucked,frustrated,bad phone,unusable.
1301,Said his battery never has worked well. Wants a new phone ASAP.,frustrated,battery,new phone
1302,Said his battery never has worked well. Wants a new phone ASAP.,frustrated,battery,new phone
1303,The customer has a number of complaints. His major issue was that the handset buttons were hard to use. He was not happy with the phone at all.,upset,handset,non-specific grievances
1304,The customer was very unhappy with the wait time for support. Then he said that his reception was just too unreliable to be of any value.,upset,coverage / reception /signal,unusable
1305,Long hold times even for simple questions. I had to wait forever to get help.,frustrated,poor support,long hold times
1306,Said his battery never has worked well. Wants a new phone ASAP.,frustrated,battery,new phone
1307,Handset sucked,upset,handset,unusable
1308,Handset sucked,upset,handset,unusable
1309,Does not like the way the phone works. It is to difficult compared to his last phone.,upset,bad phone,return
1310,transferred to the supervisor,,supervisor,delegation
1311,Asked about low-end smartphone with basic features. I suggested customer to go to a retail store and take a look at our products & talk to a sales agent.,analytical,basic config,smartphone
1312,transferred to the supervisor,,supervisor,delegation
1313,Wanted to know his usage and whether he was roaming. Also want to know the rates when he is roaming. Thinking about changing rate plans as well.,analytical,rates,roaming
1314,He does not know if the problems are related to the phone or if it is just the battery.,analytical,phone,battery
1315,Very unhappy with new phone because it does not use SIM chip to store addresses. He says he will have to reenter all his information in his phone book and he finds that a waste of time. Claims other companies offer this capability making this easier with their phones.,upset,SIM,contact list migration
1316,Asked about low-end smartphone with basic features. I suggested customer to go to a retail store and take a look at our products & talk to a sales agent.,analytical,basic config,smartphone
1317,Said his battery never has worked well. Wants a new phone ASAP.,frustrated,battery,new phone
1318,Asked about low-end smartphone with basic features. I suggested customer to go to a retail store and take a look at our products & talk to a sales agent.,analytical,basic config,smartphone
1319,He does not know if the problems are related to the phone or if it is just the battery.,analytical,phone,battery
1320,Asked about low-end smartphone with basic features. I suggested customer to go to a retail store and take a look at our products & talk to a sales agent.,analytical,basic config,smartphone
1321,Asked about low-end smartphone with basic features. I suggested customer to go to a retail store and take a look at our products & talk to a sales agent.,analytical,basic config,smartphone
1322,Wants a new number because he keeps on getting calls for a Mr. Napoleon Leroy.,frustrated,new number,strange calls
1323,Asked about low-end smartphone with basic features. I suggested customer to go to a retail store and take a look at our products & talk to a sales agent.,analytical,basic config,smartphone
1324,Asked about low-end smartphone with basic features. I suggested customer to go to a retail store and take a look at our products & talk to a sales agent.,analytical,basic config,smartphone
1325,Dissatisfied with the promotion. Upset that the rebate submission was rejected,frustrated,promotion,rebate
1326,Asked about storage options and multiple SIMs. Referred him to web site.,analytical,SIM,Storage
1327,Asked about low-end smartphone with basic features. I suggested customer to go to a retail store and take a look at our products & talk to a sales agent.,analytical,basic config,smartphone
1328,Dissatisfied with the promotion. Upset that the rebate submission was rejected,frustrated,promotion,rebate
1329,Dissatisfied with the promotion. Upset that the rebate submission was rejected,frustrated,promotion,rebate
1330,Dissatisfied with the promotion. Upset that the rebate submission was rejected,frustrated,promotion,rebate
1331,Asked about low-end smartphone with basic features. I suggested customer to go to a retail store and take a look at our products & talk to a sales agent.,analytical,basic config,smartphone
1332,Dissatisfied with the promotion. Upset that the rebate submission was rejected,frustrated,promotion,rebate
